+--------+----------------------------------------+------------------------------------------------------------------------------------+---------------------------------------------+-----------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| Domain | Method                                 | URI                                                                                | Name                                        | Action                                                                                              | Middleware                                                        |
+--------+----------------------------------------+------------------------------------------------------------------------------------+---------------------------------------------+-----------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
|        | GET|HEAD                               | /                                                                                  |                                             | Closure                                                                                             | web                                                               |
|        | POST                                   | api/v1/auth/forgot/password                                                        |                                             | App\Http\Controllers\API\v1\Auth\LoginController@forgetPassword                                     | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/forgot/password/before                                                 |                                             | App\Http\Controllers\API\v1\Auth\LoginController@forgetPasswordBefore                               | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/forgot/password/confirm                                                |                                             | App\Http\Controllers\API\v1\Auth\LoginController@forgetPasswordVerify                               | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/login                                                                  |                                             | App\Http\Controllers\API\v1\Auth\LoginController@login                                              | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/logout                                                                 |                                             | App\Http\Controllers\API\v1\Auth\LoginController@logout                                             | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/register                                                               |                                             | App\Http\Controllers\API\v1\Auth\RegisterController@register                                        | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/resend-verify                                                          |                                             | App\Http\Controllers\API\v1\Auth\VerifyAuthController@resendVerify                                  | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/verify/phone                                                           |                                             | App\Http\Controllers\API\v1\Auth\VerifyAuthController@verifyPhone                                   | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | GET|HEAD                               | api/v1/auth/verify/{hash}                                                          |                                             | App\Http\Controllers\API\v1\Auth\VerifyAuthController@verifyEmail                                   | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | sessions                                                          |
|        | POST                                   | api/v1/auth/{provider}/callback                                                    |                                             | App\Http\Controllers\API\v1\Auth\LoginController@handleProviderCallback                             | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/ads-package/{id}/active                                     | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@changeActive                       | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/ads-packages                                                | admin.ads-packages.index                    | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@index                              | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | POST                                   | api/v1/dashboard/admin/ads-packages                                                | admin.ads-packages.store                    | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@store                              | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | DELETE                                 | api/v1/dashboard/admin/ads-packages/delete                                         | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@destroy                            | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/ads-packages/drop/all                                       | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@dropAll                            | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/ads-packages/{ads_package}                                  | admin.ads-packages.show                     | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@show                               | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | PUT|PATCH                              | api/v1/dashboard/admin/ads-packages/{ads_package}                                  | admin.ads-packages.update                   | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@update                             | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | DELETE                                 | api/v1/dashboard/admin/ads-packages/{ads_package}                                  | admin.ads-packages.destroy                  | App\Http\Controllers\API\v1\Dashboard\Admin\AdsPackageController@destroy                            | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/area/{id}/active                                            | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@changeActive                             | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/areas                                                       | admin.areas.index                           | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@index                                    | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | POST                                   | api/v1/dashboard/admin/areas                                                       | admin.areas.store                           | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@store                                    | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | DELETE                                 | api/v1/dashboard/admin/areas/delete                                                | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@destroy                                  | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/areas/drop/all                                              | admin.                                      | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@dropAll                                  | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | GET|HEAD                               | api/v1/dashboard/admin/areas/{area}                                                | admin.areas.show                            | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@show                                     | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\SanctumCheck                                  |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\RoleMiddleware:seller|manager                 |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\CheckParentSeller                             |
|        | PUT|PATCH                              | api/v1/dashboard/admin/areas/{area}                                                | admin.areas.update                          | App\Http\Controllers\API\v1\Dashboard\Admin\AreaController@update                                   | api                                                               |
|        |                                        |                                                                                    |                                             |                                                                                                     | App\Http\Middleware\BlockIpMiddleware                             |
